trial,subject,ID,timeout,rt,room1,room2,action,chosenroom
1,1,0dm8n93i3b3dem17yoywtbb5,false,4270,9,8,1,8
2,1,0dm8n93i3b3dem17yoywtbb5,false,5448,9,0,1,0
3,1,0dm8n93i3b3dem17yoywtbb5,false,3800,7,8,0,7
4,1,0dm8n93i3b3dem17yoywtbb5,false,5508,2,9,0,2
5,1,0dm8n93i3b3dem17yoywtbb5,false,2727,4,7,0,4
6,1,0dm8n93i3b3dem17yoywtbb5,false,1881,9,5,1,5
7,1,0dm8n93i3b3dem17yoywtbb5,false,2560,2,5,1,5
8,1,0dm8n93i3b3dem17yoywtbb5,false,2462,6,9,0,6
9,1,0dm8n93i3b3dem17yoywtbb5,false,1994,0,1,0,0
10,1,0dm8n93i3b3dem17yoywtbb5,false,2355,7,4,1,4
11,1,0dm8n93i3b3dem17yoywtbb5,false,3393,1,8,0,1
12,1,0dm8n93i3b3dem17yoywtbb5,false,9624,4,6,1,6
13,1,0dm8n93i3b3dem17yoywtbb5,false,2827,9,2,1,2
14,1,0dm8n93i3b3dem17yoywtbb5,false,2262,4,0,1,0
15,1,0dm8n93i3b3dem17yoywtbb5,false,2930,1,0,1,0
16,1,0dm8n93i3b3dem17yoywtbb5,false,2927,7,9,0,7
17,1,0dm8n93i3b3dem17yoywtbb5,false,4372,7,1,1,1
18,1,0dm8n93i3b3dem17yoywtbb5,false,3159,8,5,1,5
19,1,0dm8n93i3b3dem17yoywtbb5,false,2280,8,2,1,2
20,1,0dm8n93i3b3dem17yoywtbb5,false,3588,5,1,0,5
21,1,0dm8n93i3b3dem17yoywtbb5,false,3626,2,6,0,2
22,1,0dm8n93i3b3dem17yoywtbb5,false,7119,2,0,1,0
23,1,0dm8n93i3b3dem17yoywtbb5,false,3231,1,9,0,1
24,1,0dm8n93i3b3dem17yoywtbb5,false,5230,5,4,1,4
25,1,0dm8n93i3b3dem17yoywtbb5,false,3257,5,2,0,5
26,1,0dm8n93i3b3dem17yoywtbb5,false,1684,4,8,0,4
27,1,0dm8n93i3b3dem17yoywtbb5,false,2444,5,7,0,5
28,1,0dm8n93i3b3dem17yoywtbb5,false,1815,0,4,0,0
29,1,0dm8n93i3b3dem17yoywtbb5,false,1990,5,0,1,0
30,1,0dm8n93i3b3dem17yoywtbb5,false,2246,4,1,0,4
31,1,0dm8n93i3b3dem17yoywtbb5,false,2011,0,5,0,0
32,1,0dm8n93i3b3dem17yoywtbb5,false,4099,2,8,0,2
33,1,0dm8n93i3b3dem17yoywtbb5,false,1676,8,4,1,4
34,1,0dm8n93i3b3dem17yoywtbb5,false,1698,8,0,1,0
35,1,0dm8n93i3b3dem17yoywtbb5,false,2319,6,5,1,5
36,1,0dm8n93i3b3dem17yoywtbb5,false,5095,1,4,0,1
37,1,0dm8n93i3b3dem17yoywtbb5,false,1384,0,8,0,0
38,1,0dm8n93i3b3dem17yoywtbb5,false,2380,6,8,0,6
39,1,0dm8n93i3b3dem17yoywtbb5,false,2269,5,9,0,5
40,1,0dm8n93i3b3dem17yoywtbb5,false,2559,9,6,1,6
41,1,0dm8n93i3b3dem17yoywtbb5,false,5990,6,4,0,6
42,1,0dm8n93i3b3dem17yoywtbb5,false,3721,6,2,0,6
43,1,0dm8n93i3b3dem17yoywtbb5,false,3055,1,6,0,1
44,1,0dm8n93i3b3dem17yoywtbb5,false,5811,4,2,1,2
45,1,0dm8n93i3b3dem17yoywtbb5,false,4072,7,6,0,7
46,1,0dm8n93i3b3dem17yoywtbb5,false,1141,0,7,0,0
47,1,0dm8n93i3b3dem17yoywtbb5,false,1803,7,0,1,0
48,1,0dm8n93i3b3dem17yoywtbb5,false,6727,5,6,0,5
49,1,0dm8n93i3b3dem17yoywtbb5,false,2256,9,4,1,4
50,1,0dm8n93i3b3dem17yoywtbb5,false,4171,4,5,0,4
51,1,0dm8n93i3b3dem17yoywtbb5,false,3636,4,9,0,4
52,1,0dm8n93i3b3dem17yoywtbb5,false,1911,8,6,1,6
53,1,0dm8n93i3b3dem17yoywtbb5,false,2008,8,7,1,7
54,1,0dm8n93i3b3dem17yoywtbb5,false,3081,6,7,1,7
55,1,0dm8n93i3b3dem17yoywtbb5,false,2693,8,9,1,9
56,1,0dm8n93i3b3dem17yoywtbb5,false,2429,2,7,1,7
57,1,0dm8n93i3b3dem17yoywtbb5,false,3387,1,2,1,2
58,1,0dm8n93i3b3dem17yoywtbb5,false,3560,9,7,1,7
59,1,0dm8n93i3b3dem17yoywtbb5,false,2234,9,1,1,1
60,1,0dm8n93i3b3dem17yoywtbb5,false,2062,2,1,1,1
61,1,0dm8n93i3b3dem17yoywtbb5,false,2515,7,2,0,7
62,1,0dm8n93i3b3dem17yoywtbb5,false,2144,8,1,1,1
63,1,0dm8n93i3b3dem17yoywtbb5,false,1891,6,0,1,0
64,1,0dm8n93i3b3dem17yoywtbb5,false,2069,0,9,0,0
65,1,0dm8n93i3b3dem17yoywtbb5,false,1760,0,6,0,0
66,1,0dm8n93i3b3dem17yoywtbb5,false,2305,2,4,1,4
67,1,0dm8n93i3b3dem17yoywtbb5,false,1941,1,5,0,1
68,1,0dm8n93i3b3dem17yoywtbb5,false,1834,7,5,1,5
69,1,0dm8n93i3b3dem17yoywtbb5,false,2870,1,7,0,1
70,1,0dm8n93i3b3dem17yoywtbb5,false,2161,6,1,1,1
71,1,0dm8n93i3b3dem17yoywtbb5,false,2805,0,2,0,0
72,1,0dm8n93i3b3dem17yoywtbb5,false,2022,5,8,0,5
1,2,0obh34ls9kjfci43xg5o76nh,false,8800,9,2,1,2
2,2,0obh34ls9kjfci43xg5o76nh,false,6696,4,7,0,4
3,2,0obh34ls9kjfci43xg5o76nh,false,16837,7,6,1,6
4,2,0obh34ls9kjfci43xg5o76nh,false,9488,5,4,0,5
5,2,0obh34ls9kjfci43xg5o76nh,false,13787,4,6,1,6
6,2,0obh34ls9kjfci43xg5o76nh,false,21637,1,0,1,0
7,2,0obh34ls9kjfci43xg5o76nh,false,19661,2,6,0,2
8,2,0obh34ls9kjfci43xg5o76nh,false,9084,8,1,0,8
9,2,0obh34ls9kjfci43xg5o76nh,false,5915,4,8,1,8
10,2,0obh34ls9kjfci43xg5o76nh,false,7603,1,2,1,2
11,2,0obh34ls9kjfci43xg5o76nh,false,5936,8,9,0,8
12,2,0obh34ls9kjfci43xg5o76nh,false,3628,0,6,0,0
13,2,0obh34ls9kjfci43xg5o76nh,false,6109,7,9,0,7
14,2,0obh34ls9kjfci43xg5o76nh,false,4637,2,9,0,2
15,2,0obh34ls9kjfci43xg5o76nh,false,4476,2,7,0,2
16,2,0obh34ls9kjfci43xg5o76nh,false,3484,6,8,1,8
17,2,0obh34ls9kjfci43xg5o76nh,false,26197,5,8,0,5
18,2,0obh34ls9kjfci43xg5o76nh,false,5615,8,5,1,5
19,2,0obh34ls9kjfci43xg5o76nh,false,6429,4,9,0,4
20,2,0obh34ls9kjfci43xg5o76nh,false,7705,7,8,1,8
21,2,0obh34ls9kjfci43xg5o76nh,false,7029,8,4,0,8
22,2,0obh34ls9kjfci43xg5o76nh,false,5939,8,6,0,8
23,2,0obh34ls9kjfci43xg5o76nh,false,4421,1,5,1,5
24,2,0obh34ls9kjfci43xg5o76nh,false,2134,9,5,1,5
25,2,0obh34ls9kjfci43xg5o76nh,false,3742,8,7,0,8
26,2,0obh34ls9kjfci43xg5o76nh,false,2783,1,8,1,8
27,2,0obh34ls9kjfci43xg5o76nh,false,2514,7,5,1,5
28,2,0obh34ls9kjfci43xg5o76nh,false,5044,9,1,1,1
29,2,0obh34ls9kjfci43xg5o76nh,false,5557,2,8,0,2
30,2,0obh34ls9kjfci43xg5o76nh,false,2933,7,2,1,2
31,2,0obh34ls9kjfci43xg5o76nh,false,2188,4,0,1,0
32,2,0obh34ls9kjfci43xg5o76nh,false,3564,5,6,0,5
33,2,0obh34ls9kjfci43xg5o76nh,false,1883,6,0,1,0
34,2,0obh34ls9kjfci43xg5o76nh,false,4282,8,0,1,0
35,2,0obh34ls9kjfci43xg5o76nh,false,4108,6,1,1,1
36,2,0obh34ls9kjfci43xg5o76nh,false,4662,9,8,1,8
37,2,0obh34ls9kjfci43xg5o76nh,false,3160,0,9,0,0
38,2,0obh34ls9kjfci43xg5o76nh,false,4540,6,9,1,9
39,2,0obh34ls9kjfci43xg5o76nh,false,3818,5,9,0,5
40,2,0obh34ls9kjfci43xg5o76nh,false,2725,7,4,1,4
41,2,0obh34ls9kjfci43xg5o76nh,false,6370,1,4,0,1
42,2,0obh34ls9kjfci43xg5o76nh,false,4137,2,0,1,0
43,2,0obh34ls9kjfci43xg5o76nh,false,4810,2,1,0,2
44,2,0obh34ls9kjfci43xg5o76nh,false,4273,9,6,1,6
45,2,0obh34ls9kjfci43xg5o76nh,false,2584,0,1,0,0
46,2,0obh34ls9kjfci43xg5o76nh,false,2727,7,1,0,7
47,2,0obh34ls9kjfci43xg5o76nh,false,2966,1,6,0,1
48,2,0obh34ls9kjfci43xg5o76nh,false,1787,9,0,1,0
49,2,0obh34ls9kjfci43xg5o76nh,false,17273,6,4,0,6
50,2,0obh34ls9kjfci43xg5o76nh,false,2241,0,4,0,0
51,2,0obh34ls9kjfci43xg5o76nh,false,2586,4,1,1,1
52,2,0obh34ls9kjfci43xg5o76nh,false,1720,7,0,1,0
53,2,0obh34ls9kjfci43xg5o76nh,false,2985,0,2,0,0
54,2,0obh34ls9kjfci43xg5o76nh,false,5327,6,2,1,2
55,2,0obh34ls9kjfci43xg5o76nh,false,3490,5,0,1,0
56,2,0obh34ls9kjfci43xg5o76nh,false,4047,8,2,1,2
57,2,0obh34ls9kjfci43xg5o76nh,false,2144,0,8,0,0
58,2,0obh34ls9kjfci43xg5o76nh,false,3127,1,9,0,1
59,2,0obh34ls9kjfci43xg5o76nh,false,2110,5,7,0,5
60,2,0obh34ls9kjfci43xg5o76nh,false,3795,5,1,0,5
61,2,0obh34ls9kjfci43xg5o76nh,false,3936,2,4,0,2
62,2,0obh34ls9kjfci43xg5o76nh,false,2510,1,7,0,1
63,2,0obh34ls9kjfci43xg5o76nh,false,2392,9,7,1,7
64,2,0obh34ls9kjfci43xg5o76nh,false,3810,4,2,1,2
65,2,0obh34ls9kjfci43xg5o76nh,false,2511,6,7,0,6
66,2,0obh34ls9kjfci43xg5o76nh,false,2317,4,5,1,5
67,2,0obh34ls9kjfci43xg5o76nh,false,2405,6,5,1,5
68,2,0obh34ls9kjfci43xg5o76nh,false,1831,0,7,0,0
69,2,0obh34ls9kjfci43xg5o76nh,false,2662,2,5,0,2
70,2,0obh34ls9kjfci43xg5o76nh,false,3799,5,2,0,5
71,2,0obh34ls9kjfci43xg5o76nh,false,1426,0,5,0,0
72,2,0obh34ls9kjfci43xg5o76nh,false,1384,9,4,1,4
1,3,0prb8dvs1jzy56wv4wnlfe07,false,4445,1,2,1,2
2,3,0prb8dvs1jzy56wv4wnlfe07,false,10886,2,0,0,2
3,3,0prb8dvs1jzy56wv4wnlfe07,false,11670,1,6,1,6
4,3,0prb8dvs1jzy56wv4wnlfe07,false,8478,4,6,1,6
5,3,0prb8dvs1jzy56wv4wnlfe07,false,6780,6,0,1,0
6,3,0prb8dvs1jzy56wv4wnlfe07,false,2782,8,9,0,8
7,3,0prb8dvs1jzy56wv4wnlfe07,false,3875,6,7,0,6
8,3,0prb8dvs1jzy56wv4wnlfe07,false,4600,8,4,0,8
9,3,0prb8dvs1jzy56wv4wnlfe07,false,4202,1,5,1,5
10,3,0prb8dvs1jzy56wv4wnlfe07,false,4794,1,0,1,0
11,3,0prb8dvs1jzy56wv4wnlfe07,false,2243,1,8,1,8
12,3,0prb8dvs1jzy56wv4wnlfe07,false,3996,4,0,1,0
13,3,0prb8dvs1jzy56wv4wnlfe07,false,3745,7,2,1,2
14,3,0prb8dvs1jzy56wv4wnlfe07,false,3310,5,1,0,5
15,3,0prb8dvs1jzy56wv4wnlfe07,false,3696,2,8,0,2
16,3,0prb8dvs1jzy56wv4wnlfe07,false,5759,8,5,0,8
17,3,0prb8dvs1jzy56wv4wnlfe07,false,2228,8,7,0,8
18,3,0prb8dvs1jzy56wv4wnlfe07,false,2909,2,4,0,2
19,3,0prb8dvs1jzy56wv4wnlfe07,false,3441,0,4,0,0
20,3,0prb8dvs1jzy56wv4wnlfe07,false,2977,5,4,0,5
21,3,0prb8dvs1jzy56wv4wnlfe07,false,1810,2,9,0,2
22,3,0prb8dvs1jzy56wv4wnlfe07,false,5571,5,0,1,0
23,3,0prb8dvs1jzy56wv4wnlfe07,false,1373,7,5,1,5
24,3,0prb8dvs1jzy56wv4wnlfe07,false,2649,4,7,0,4
25,3,0prb8dvs1jzy56wv4wnlfe07,false,3374,5,2,1,2
26,3,0prb8dvs1jzy56wv4wnlfe07,false,3943,4,1,0,4
27,3,0prb8dvs1jzy56wv4wnlfe07,false,1922,9,2,1,2
28,3,0prb8dvs1jzy56wv4wnlfe07,false,2197,8,1,0,8
29,3,0prb8dvs1jzy56wv4wnlfe07,false,2827,0,9,0,0
30,3,0prb8dvs1jzy56wv4wnlfe07,false,1793,7,6,1,6
31,3,0prb8dvs1jzy56wv4wnlfe07,false,2859,1,4,0,1
32,3,0prb8dvs1jzy56wv4wnlfe07,false,5028,0,5,0,0
33,3,0prb8dvs1jzy56wv4wnlfe07,false,1342,0,7,0,0
34,3,0prb8dvs1jzy56wv4wnlfe07,false,4111,5,6,0,5
35,3,0prb8dvs1jzy56wv4wnlfe07,false,1742,5,7,0,5
36,3,0prb8dvs1jzy56wv4wnlfe07,false,2675,8,2,0,8
37,3,0prb8dvs1jzy56wv4wnlfe07,false,2626,4,2,1,2
38,3,0prb8dvs1jzy56wv4wnlfe07,false,1843,7,0,1,0
39,3,0prb8dvs1jzy56wv4wnlfe07,false,1747,5,9,0,5
40,3,0prb8dvs1jzy56wv4wnlfe07,false,2472,4,9,0,4
41,3,0prb8dvs1jzy56wv4wnlfe07,false,1655,9,7,1,7
42,3,0prb8dvs1jzy56wv4wnlfe07,false,2150,6,4,0,6
43,3,0prb8dvs1jzy56wv4wnlfe07,false,2682,6,2,1,2
44,3,0prb8dvs1jzy56wv4wnlfe07,false,1538,2,1,0,2
45,3,0prb8dvs1jzy56wv4wnlfe07,false,2094,7,1,1,1
46,3,0prb8dvs1jzy56wv4wnlfe07,false,1378,2,7,0,2
47,3,0prb8dvs1jzy56wv4wnlfe07,false,1737,8,0,0,8
48,3,0prb8dvs1jzy56wv4wnlfe07,false,3943,2,5,0,2
49,3,0prb8dvs1jzy56wv4wnlfe07,false,1741,0,8,1,8
50,3,0prb8dvs1jzy56wv4wnlfe07,false,3044,0,2,1,2
51,3,0prb8dvs1jzy56wv4wnlfe07,false,3609,0,6,0,0
52,3,0prb8dvs1jzy56wv4wnlfe07,false,1909,5,8,1,8
53,3,0prb8dvs1jzy56wv4wnlfe07,false,2890,6,1,0,6
54,3,0prb8dvs1jzy56wv4wnlfe07,false,2511,1,9,0,1
55,3,0prb8dvs1jzy56wv4wnlfe07,false,1627,6,8,1,8
56,3,0prb8dvs1jzy56wv4wnlfe07,false,1594,4,5,1,5
57,3,0prb8dvs1jzy56wv4wnlfe07,false,2113,9,4,1,4
58,3,0prb8dvs1jzy56wv4wnlfe07,false,2207,2,6,0,2
59,3,0prb8dvs1jzy56wv4wnlfe07,false,1624,9,5,1,5
60,3,0prb8dvs1jzy56wv4wnlfe07,false,3108,8,6,0,8
61,3,0prb8dvs1jzy56wv4wnlfe07,false,1876,9,1,1,1
62,3,0prb8dvs1jzy56wv4wnlfe07,false,1394,4,8,1,8
63,3,0prb8dvs1jzy56wv4wnlfe07,false,1595,9,6,1,6
64,3,0prb8dvs1jzy56wv4wnlfe07,false,4042,6,5,1,5
65,3,0prb8dvs1jzy56wv4wnlfe07,false,3227,9,0,1,0
66,3,0prb8dvs1jzy56wv4wnlfe07,false,1391,9,8,1,8
67,3,0prb8dvs1jzy56wv4wnlfe07,false,1958,7,4,1,4
68,3,0prb8dvs1jzy56wv4wnlfe07,false,1906,7,9,0,7
69,3,0prb8dvs1jzy56wv4wnlfe07,false,1006,7,8,1,8
70,3,0prb8dvs1jzy56wv4wnlfe07,false,1893,0,1,0,0
71,3,0prb8dvs1jzy56wv4wnlfe07,false,1811,6,9,0,6
72,3,0prb8dvs1jzy56wv4wnlfe07,false,1545,1,7,0,1
1,4,0r7o3dvk5f6vabpcba3x6a6e,false,8431,4,9,0,4
2,4,0r7o3dvk5f6vabpcba3x6a6e,false,5855,5,7,1,7
3,4,0r7o3dvk5f6vabpcba3x6a6e,false,2832,0,1,0,0
4,4,0r7o3dvk5f6vabpcba3x6a6e,false,2005,5,1,1,1
5,4,0r7o3dvk5f6vabpcba3x6a6e,false,1852,0,4,0,0
6,4,0r7o3dvk5f6vabpcba3x6a6e,false,5650,5,4,0,5
7,4,0r7o3dvk5f6vabpcba3x6a6e,false,1767,6,0,1,0
8,4,0r7o3dvk5f6vabpcba3x6a6e,false,1994,7,1,1,1
9,4,0r7o3dvk5f6vabpcba3x6a6e,false,1905,5,0,1,0
10,4,0r7o3dvk5f6vabpcba3x6a6e,false,3825,5,8,0,5
11,4,0r7o3dvk5f6vabpcba3x6a6e,false,2315,6,1,1,1
12,4,0r7o3dvk5f6vabpcba3x6a6e,false,2281,9,8,0,9
13,4,0r7o3dvk5f6vabpcba3x6a6e,false,1783,1,2,0,1
14,4,0r7o3dvk5f6vabpcba3x6a6e,false,2911,6,9,0,6
15,4,0r7o3dvk5f6vabpcba3x6a6e,false,2238,7,8,0,7
16,4,0r7o3dvk5f6vabpcba3x6a6e,false,1212,9,0,1,0
17,4,0r7o3dvk5f6vabpcba3x6a6e,false,3527,8,4,1,4
18,4,0r7o3dvk5f6vabpcba3x6a6e,false,1129,1,0,1,0
19,4,0r7o3dvk5f6vabpcba3x6a6e,false,1837,9,1,1,1
20,4,0r7o3dvk5f6vabpcba3x6a6e,false,1815,8,9,1,9
21,4,0r7o3dvk5f6vabpcba3x6a6e,false,12073,4,5,0,4
22,4,0r7o3dvk5f6vabpcba3x6a6e,false,1670,8,7,1,7
23,4,0r7o3dvk5f6vabpcba3x6a6e,false,1824,9,7,1,7
24,4,0r7o3dvk5f6vabpcba3x6a6e,false,979,0,8,0,0
25,4,0r7o3dvk5f6vabpcba3x6a6e,false,2430,7,9,0,7
26,4,0r7o3dvk5f6vabpcba3x6a6e,false,2965,9,5,0,9
27,4,0r7o3dvk5f6vabpcba3x6a6e,false,3159,7,5,0,7
28,4,0r7o3dvk5f6vabpcba3x6a6e,false,7066,2,6,0,2
29,4,0r7o3dvk5f6vabpcba3x6a6e,false,1358,1,9,0,1
30,4,0r7o3dvk5f6vabpcba3x6a6e,false,4082,9,4,1,4
31,4,0r7o3dvk5f6vabpcba3x6a6e,false,5096,5,6,1,6
32,4,0r7o3dvk5f6vabpcba3x6a6e,false,4944,6,4,0,6
33,4,0r7o3dvk5f6vabpcba3x6a6e,false,1475,8,1,1,1
34,4,0r7o3dvk5f6vabpcba3x6a6e,false,1743,8,5,1,5
35,4,0r7o3dvk5f6vabpcba3x6a6e,false,6344,4,6,1,6
36,4,0r7o3dvk5f6vabpcba3x6a6e,false,4416,7,6,0,7
37,4,0r7o3dvk5f6vabpcba3x6a6e,false,2236,8,2,1,2
38,4,0r7o3dvk5f6vabpcba3x6a6e,false,1048,0,9,0,0
39,4,0r7o3dvk5f6vabpcba3x6a6e,false,1012,0,6,0,0
40,4,0r7o3dvk5f6vabpcba3x6a6e,false,2496,2,9,0,2
41,4,0r7o3dvk5f6vabpcba3x6a6e,false,3361,2,5,0,2
42,4,0r7o3dvk5f6vabpcba3x6a6e,false,3189,6,7,1,7
43,4,0r7o3dvk5f6vabpcba3x6a6e,false,1664,4,7,1,7
44,4,0r7o3dvk5f6vabpcba3x6a6e,false,787,8,0,1,0
45,4,0r7o3dvk5f6vabpcba3x6a6e,false,1227,7,0,1,0
46,4,0r7o3dvk5f6vabpcba3x6a6e,false,2777,8,6,1,6
47,4,0r7o3dvk5f6vabpcba3x6a6e,false,1625,2,1,1,1
48,4,0r7o3dvk5f6vabpcba3x6a6e,false,1663,2,8,0,2
49,4,0r7o3dvk5f6vabpcba3x6a6e,false,3494,6,2,0,6
50,4,0r7o3dvk5f6vabpcba3x6a6e,false,1861,1,8,0,1
51,4,0r7o3dvk5f6vabpcba3x6a6e,false,909,0,5,0,0
52,4,0r7o3dvk5f6vabpcba3x6a6e,false,4787,2,4,0,2
53,4,0r7o3dvk5f6vabpcba3x6a6e,false,1817,9,6,1,6
54,4,0r7o3dvk5f6vabpcba3x6a6e,false,2523,2,7,1,7
55,4,0r7o3dvk5f6vabpcba3x6a6e,false,1130,0,2,0,0
56,4,0r7o3dvk5f6vabpcba3x6a6e,false,1640,1,7,0,1
57,4,0r7o3dvk5f6vabpcba3x6a6e,false,2156,1,6,0,1
58,4,0r7o3dvk5f6vabpcba3x6a6e,false,828,0,7,0,0
59,4,0r7o3dvk5f6vabpcba3x6a6e,false,2031,1,5,0,1
60,4,0r7o3dvk5f6vabpcba3x6a6e,false,2277,7,2,0,7
61,4,0r7o3dvk5f6vabpcba3x6a6e,false,1555,4,8,0,4
62,4,0r7o3dvk5f6vabpcba3x6a6e,false,1663,6,8,0,6
63,4,0r7o3dvk5f6vabpcba3x6a6e,false,3283,5,2,1,2
64,4,0r7o3dvk5f6vabpcba3x6a6e,false,1743,4,1,1,1
65,4,0r7o3dvk5f6vabpcba3x6a6e,false,1013,2,0,1,0
66,4,0r7o3dvk5f6vabpcba3x6a6e,false,2637,5,9,1,9
67,4,0r7o3dvk5f6vabpcba3x6a6e,false,1565,7,4,0,7
68,4,0r7o3dvk5f6vabpcba3x6a6e,false,3066,6,5,0,6
69,4,0r7o3dvk5f6vabpcba3x6a6e,false,1600,9,2,1,2
70,4,0r7o3dvk5f6vabpcba3x6a6e,false,959,4,0,1,0
71,4,0r7o3dvk5f6vabpcba3x6a6e,false,3906,4,2,1,2
72,4,0r7o3dvk5f6vabpcba3x6a6e,false,1287,1,4,0,1
1,5,11kwsnslim1o5q4vl04p46ox,false,13454,8,6,1,6
2,5,11kwsnslim1o5q4vl04p46ox,false,10521,2,6,1,6
3,5,11kwsnslim1o5q4vl04p46ox,false,4892,2,0,1,0
4,5,11kwsnslim1o5q4vl04p46ox,false,9288,1,5,0,1
5,5,11kwsnslim1o5q4vl04p46ox,false,6415,7,2,1,2
6,5,11kwsnslim1o5q4vl04p46ox,false,8022,5,2,0,5
7,5,11kwsnslim1o5q4vl04p46ox,false,4281,5,9,0,5
8,5,11kwsnslim1o5q4vl04p46ox,false,9122,5,1,0,5
9,5,11kwsnslim1o5q4vl04p46ox,false,3118,8,9,0,8
10,5,11kwsnslim1o5q4vl04p46ox,false,5100,2,5,1,5
11,5,11kwsnslim1o5q4vl04p46ox,false,2769,0,7,0,0
12,5,11kwsnslim1o5q4vl04p46ox,false,2897,8,4,1,4
13,5,11kwsnslim1o5q4vl04p46ox,false,7150,1,6,0,1
14,5,11kwsnslim1o5q4vl04p46ox,false,3947,1,9,0,1
15,5,11kwsnslim1o5q4vl04p46ox,false,2754,9,4,1,4
16,5,11kwsnslim1o5q4vl04p46ox,false,2123,0,9,0,0
17,5,11kwsnslim1o5q4vl04p46ox,false,2702,1,0,1,0
18,5,11kwsnslim1o5q4vl04p46ox,false,3971,5,0,1,0
19,5,11kwsnslim1o5q4vl04p46ox,false,6578,6,1,1,1
20,5,11kwsnslim1o5q4vl04p46ox,false,5418,2,7,0,2
21,5,11kwsnslim1o5q4vl04p46ox,false,2343,4,9,0,4
22,5,11kwsnslim1o5q4vl04p46ox,false,13378,6,4,1,4
23,5,11kwsnslim1o5q4vl04p46ox,false,2238,6,0,1,0
24,5,11kwsnslim1o5q4vl04p46ox,false,2427,2,9,0,2
25,5,11kwsnslim1o5q4vl04p46ox,false,4713,4,5,1,5
26,5,11kwsnslim1o5q4vl04p46ox,false,3407,7,6,1,6
27,5,11kwsnslim1o5q4vl04p46ox,false,4644,9,1,1,1
28,5,11kwsnslim1o5q4vl04p46ox,false,2593,4,7,0,4
29,5,11kwsnslim1o5q4vl04p46ox,false,3678,7,0,1,0
30,5,11kwsnslim1o5q4vl04p46ox,false,3409,8,2,1,2
31,5,11kwsnslim1o5q4vl04p46ox,false,1980,0,6,0,0
32,5,11kwsnslim1o5q4vl04p46ox,false,6270,4,6,1,6
33,5,11kwsnslim1o5q4vl04p46ox,false,2079,9,5,1,5
34,5,11kwsnslim1o5q4vl04p46ox,false,4597,9,7,1,7
35,5,11kwsnslim1o5q4vl04p46ox,false,3267,7,9,0,7
36,5,11kwsnslim1o5q4vl04p46ox,false,3090,0,1,0,0
37,5,11kwsnslim1o5q4vl04p46ox,false,7855,6,2,1,2
38,5,11kwsnslim1o5q4vl04p46ox,false,1554,7,4,1,4
39,5,11kwsnslim1o5q4vl04p46ox,false,2630,4,1,1,1
40,5,11kwsnslim1o5q4vl04p46ox,false,6351,9,8,0,9
41,5,11kwsnslim1o5q4vl04p46ox,false,3274,5,7,0,5
42,5,11kwsnslim1o5q4vl04p46ox,false,4308,7,5,1,5
43,5,11kwsnslim1o5q4vl04p46ox,false,6108,6,5,1,5
44,5,11kwsnslim1o5q4vl04p46ox,false,2936,7,1,1,1
45,5,11kwsnslim1o5q4vl04p46ox,false,3539,8,1,1,1
46,5,11kwsnslim1o5q4vl04p46ox,false,9776,2,4,0,2
47,5,11kwsnslim1o5q4vl04p46ox,false,1938,0,2,0,0
48,5,11kwsnslim1o5q4vl04p46ox,false,4519,5,6,0,5
49,5,11kwsnslim1o5q4vl04p46ox,false,2331,6,7,0,6
50,5,11kwsnslim1o5q4vl04p46ox,false,6325,4,8,1,8
51,5,11kwsnslim1o5q4vl04p46ox,false,1586,0,4,0,0
52,5,11kwsnslim1o5q4vl04p46ox,false,5029,2,8,0,2
53,5,11kwsnslim1o5q4vl04p46ox,false,1645,9,0,1,0
54,5,11kwsnslim1o5q4vl04p46ox,false,5889,6,9,0,6
55,5,11kwsnslim1o5q4vl04p46ox,false,2771,6,8,0,6
56,5,11kwsnslim1o5q4vl04p46ox,false,2140,4,0,1,0
57,5,11kwsnslim1o5q4vl04p46ox,false,5475,5,4,0,5
58,5,11kwsnslim1o5q4vl04p46ox,false,6236,7,8,0,7
59,5,11kwsnslim1o5q4vl04p46ox,false,2332,1,4,0,1
60,5,11kwsnslim1o5q4vl04p46ox,false,3750,1,8,0,1
61,5,11kwsnslim1o5q4vl04p46ox,false,1685,8,0,1,0
62,5,11kwsnslim1o5q4vl04p46ox,false,2016,8,5,1,5
63,5,11kwsnslim1o5q4vl04p46ox,false,2188,5,8,0,5
64,5,11kwsnslim1o5q4vl04p46ox,false,3230,4,2,1,2
65,5,11kwsnslim1o5q4vl04p46ox,false,1094,0,8,0,0
66,5,11kwsnslim1o5q4vl04p46ox,false,2541,2,1,1,1
67,5,11kwsnslim1o5q4vl04p46ox,false,3189,1,7,0,1
68,5,11kwsnslim1o5q4vl04p46ox,false,2358,9,6,1,6
69,5,11kwsnslim1o5q4vl04p46ox,false,2545,9,2,1,2
70,5,11kwsnslim1o5q4vl04p46ox,false,1452,0,5,0,0
71,5,11kwsnslim1o5q4vl04p46ox,false,1958,1,2,0,1
72,5,11kwsnslim1o5q4vl04p46ox,false,3482,8,7,0,8
1,6,16yvw4ickw19p3b01okj4nn3,false,19400,5,2,1,2
2,6,16yvw4ickw19p3b01okj4nn3,false,6934,4,8,1,8
3,6,16yvw4ickw19p3b01okj4nn3,false,11494,7,4,1,4
4,6,16yvw4ickw19p3b01okj4nn3,false,18360,1,4,0,1
5,6,16yvw4ickw19p3b01okj4nn3,false,4988,5,7,0,5
6,6,16yvw4ickw19p3b01okj4nn3,false,4410,2,1,0,2
