ID,subject,inst1_RT,inst2_RT,inst3_RT,comprehension1_RT,comprehension1_error,comprehension2_RT,comprehension2_error,gold_successrate,room1preference,action_repeating,choice_consistency,selection_mRT,selection_dRT,selection_timeout,skip_survey,attention_check_fail,straightlining,zigzagging,task_outliers,survey_outliers,outliers
1zhh2inuhj26qlepjti31qcw,11,179.9,88.685,139.503,41.036,1,62.84,1,1.0,1.0,0.592,0.944,7.42796,2.33721,0,0,0,0.4615384615384615,0.4444444444444445,false,false,false
29f2fvat7ihp6v4wy4j18lhw,12,164.366,27.806,67.867,35.164,1,37.846,0,1.0,1.0,0.507,1.0,3.76506,2.74183,0,0,0,0.4358974358974359,0.3333333333333333,false,false,false
2tooye2842tjas4ug2qb70wn,13,142.614,45.047,107.959,33.646,1,41.747,4,0.6666666666666666,0.4375,0.465,0.639,3.13597,1.15763,0,0,0,0.4102564102564103,0.3611111111111111,true,false,true
31zr7kci86jtby2665il4s0w,14,157.526,21.768,71.278,33.593,0,38.268,5,1.0,1.0,0.479,0.861,3.75525,2.54079,0,0,0,0.5128205128205129,0.5833333333333334,false,false,false
35uhh65pgmnw6gwmm9opeewa,15,118.282,57.388,90.362,45.267,0,98.356,2,1.0,1.0,0.507,0.75,5.6406,2.8141,0,0,0,0.35897435897435903,0.3611111111111111,false,false,false
3aky1v26anpkj8bt3xag3czs,16,39.469,14.268,34.686,16.325,5,10.522,4,0.8333333333333334,0.3125,0.437,0.583,1.98859,1.77992,1,0,1,0.2820512820512821,0.27777777777777773,true,false,true
3b552lw1xtltlvqftemi52sg,17,94.247,31.391,77.977,51.783,1,44.133,0,1.0,1.0,0.423,0.861,4.67914,4.25725,0,0,0,0.5384615384615384,0.3888888888888889,false,false,false
3eqhexondcriqaqm108cdowh,18,96.683,48.749,128.115,38.741,0,49.759,0,1.0,1.0,0.493,0.917,6.01582,2.84659,1,0,0,0.4615384615384615,0.5,false,false,false
3pa5ma8s7qxmvrpovoowvnwm,19,90.634,108.012,57.305,28.243,0,42.451,1,1.0,0.4375,0.408,0.917,2.46876,1.48291,0,0,0,0.4358974358974359,0.47222222222222227,true,false,true
3r2t4jf0ni9sa4bdx0aw3e26,20,394.625,134.888,162.498,40.684,1,94.634,4,1.0,0.875,0.437,0.833,5.90704,4.11189,0,0,0,0.43589743589743596,0.19444444444444442,false,false,false
3tgp5vwcrj9f7yyi8coc0ddc,21,109.148,64.349,131.771,38.494,0,59.438,2,1.0,1.0,0.465,0.972,4.17782,3.08717,0,0,0,0.5384615384615384,0.1111111111111111,false,false,false
413b6g6fst2vgeyiel1mqqfr,22,124.059,47.677,104.647,40.172,1,58.289,0,0.8333333333333334,1.0,0.592,0.861,5.69625,4.16612,0,0,0,0.38461538461538464,0.25,false,false,false
463aa6ib15s71e077ej9pnvj,23,165.953,68.227,114.073,47.818,1,58.323,2,1.0,0.625,0.479,0.639,5.90281,1.91501,0,14,1,0.6153846153846154,0.16666666666666666,true,true,true
47ysh5mw7j1paoq91z3arwtk,24,88.636,41.772,63.569,38.138,0,66.088,0,1.0,1.0,0.493,0.917,7.05508,4.8308,0,1,0,0.358974358974359,0.3611111111111111,false,true,true
4f2uqz6ehw0sgfgr061kdncz,25,190.04,94.708,240.642,56.173,0,140.64,4,1.0,1.0,0.394,0.944,7.93445,4.2719,1,0,0,0.4358974358974359,0.3055555555555556,false,false,false
4ysy2qcwe2p0tydko48ch4vt,26,60.362,42.254,48.59,31.949,1,23.647,3,1.0,1.0,0.465,0.944,3.66472,3.15497,0,0,0,0.5641025641025641,0.47222222222222227,false,false,false
4zcq03ljupmlwtvh6yy3xrcf,27,100.763,30.024,77.97,33.799,0,47.168,1,1.0,1.0,0.563,0.833,5.78192,3.60828,0,0,0,0.43589743589743596,0.4166666666666667,false,false,false
59xfz8acb52cly11uou3zags,28,124.813,59.412,142.674,40.827,1,41.895,1,1.0,1.0,0.408,0.972,6.00341,4.23814,1,0,0,0.3333333333333333,0.3888888888888889,false,false,false
5gy5kvlvvxqfrc1cdnyhrop5,29,61.973,28.661,48.77,40.577,1,29.548,1,1.0,1.0,0.408,0.861,3.96747,2.50232,0,0,0,0.48717948717948717,0.5555555555555555,false,false,false
5q5e23tetptlrs73sguxs62k,30,121.902,46.545,85.434,52.705,1,40.282,1,1.0,1.0,0.521,0.889,3.83249,3.15296,0,17,0,0.4615384615384615,0.1111111111111111,false,true,true
5z36agyzkxab93ac4gy531s2,31,141.534,51.402,88.975,49.187,0,78.216,2,1.0,1.0,0.606,0.917,4.64574,2.1192,0,0,0,0.4102564102564103,0.27777777777777773,false,false,false
64lrbakrfkwzoereg3plupf0,32,70.947,17.379,105.828,28.039,2,34.716,1,1.0,1.0,0.521,0.861,3.57157,2.54894,0,0,0,0.5641025641025641,0.5,false,false,false
64yaax5qcomc5nbhdm2xm8py,33,90.067,19.462,60.04,20.414,0,34.856,2,1.0,1.0,0.437,0.861,2.3865,1.82423,0,4,0,0.3076923076923077,0.4444444444444445,false,true,true
688nv0fkj3obvjqeny99vuq0,34,79.491,20.068,41.32,34.91,1,24.82,0,1.0,1.0,0.479,0.889,2.82619,2.20696,0,27,2,0.8717948717948718,0.08333333333333333,false,true,true
74aod75ggid4yncmi0oafmn3,35,213.864,32.405,154.342,62.282,4,23.586,3,0.8333333333333334,0.125,0.549,0.639,3.31575,1.57524,0,0,0,0.564102564102564,0.3611111111111111,true,false,true
74gizsvdqq6ui41aqsctxn3x,36,61.864,15.25,48.605,27.465,0,23.629,1,1.0,1.0,0.423,1.0,3.50972,2.54827,0,0,0,0.4871794871794872,0.5555555555555556,false,false,false
77c3bry6op9a7jxji89zahck,37,67.398,29.263,63.252,34.178,1,31.86,1,1.0,1.0,0.493,0.944,4.49247,3.38085,0,0,0,0.5384615384615384,0.4166666666666667,false,false,false
7fn08zteickpawfrnv6tx15z,38,70.127,39.522,53.445,25.755,1,32.627,3,1.0,1.0,0.408,0.889,3.65712,1.63754,0,15,1,0.4102564102564103,0.3333333333333333,false,true,true
7m3na5ac6448l61wo3dpcies,39,62.986,23.814,44.433,39.955,1,53.707,6,0.6666666666666666,0.6875,0.465,0.528,6.08403,5.0447,0,0,0,0.4102564102564103,0.3055555555555556,true,false,true
7swbypsxyqk0g9gpwcqarz7g,40,66.634,29.206,117.804,60.546,1,39.217,0,1.0,1.0,0.451,0.944,4.33032,4.03127,1,0,0,0.38461538461538464,0.3055555555555556,false,false,false
7uyveavoepiaat7e98d3bgmp,41,50.563,27.211,41.157,42.046,1,225.321,2,1.0,0.4375,0.451,0.5,3.25188,3.38718,0,0,0,0.38461538461538464,0.47222222222222227,true,false,true
7x6idnpkrpg0b5k0lj4qrxyf,42,125.648,76.161,140.079,49.742,0,47.468,4,1.0,0.9375,0.507,0.806,2.2115,1.62529,0,0,0,0.3846153846153846,0.3055555555555556,false,false,false
850iq4jtm66y2opz8nbczoos,43,1081.055,275.403,457.42,64.766,0,182.069,3,0.8333333333333334,1.0,0.437,0.861,3.97222,1.87212,0,2,0,0.4102564102564103,0.16666666666666666,false,true,true
85i2lqxzhkxm8isx9vgpcnf5,44,73.306,31.428,73.648,40.031,1,21.81,0,0.8333333333333334,1.0,0.451,0.889,4.12906,2.80794,0,0,0,0.38461538461538464,0.4166666666666667,false,false,false
86h6korkesmdtyywg08l79wv,45,114.41,51.367,112.347,51.377,1,51.119,2,1.0,1.0,0.493,0.806,5.89489,3.58444,0,0,0,0.4102564102564103,0.4166666666666667,false,false,false
8a4k5fqkx6kpstv68mjh1ybu,46,89.029,114.888,42.635,33.228,0,50.988,0,1.0,1.0,0.521,0.972,5.16937,4.52523,0,0,0,0.358974358974359,0.3888888888888889,false,false,false
8lxbqdv5xr7p160avb3s0bdn,47,149.922,57.5,135.721,95.566,3,63.165,2,1.0,1.0,0.563,0.833,6.15828,5.22579,0,0,0,0.5641025641025642,0.36111111111111116,false,false,false
8osu2f9108o8xw9nadi5n4mv,48,112.933,38.073,112.057,38.924,2,52.657,3,0.8333333333333334,0.5625,0.507,0.833,4.4771,2.91081,0,0,0,0.3846153846153846,0.3055555555555555,true,false,true
8tzf4dybalp198ui9nplqwwg,49,52.002,25.65,61.809,31.892,1,38.259,2,1.0,1.0,0.577,0.861,3.26147,1.88801,0,0,0,0.5128205128205129,0.5555555555555555,false,false,false
8v8lx3ewcz751eu7mjkthx9o,50,61.317,20.958,46.898,27.162,0,42.359,2,1.0,1.0,0.563,0.917,2.43539,1.55863,0,0,0,0.5128205128205129,0.25,false,false,false
8xv9ue7pip8qfihl6ckfngks,51,59.442,23.259,56.184,35.578,1,36.718,1,1.0,1.0,0.592,0.889,3.42385,2.20639,0,0,0,0.3076923076923077,0.27777777777777773,false,false,false
97o4pwx1e3sxrzf0gbut9y98,52,120.846,67.768,160.07,34.525,0,43.276,1,1.0,1.0,0.437,1.0,3.74212,2.00396,0,4,0,0.4358974358974359,0.3055555555555556,false,true,true
9c2kegv3hpb1cl3k8slwrf0o,53,64.21,26.652,110.519,42.449,1,40.608,0,1.0,1.0,0.592,0.944,5.33682,2.47019,0,0,0,0.6923076923076924,0.3611111111111111,false,false,false
9ck69rykuku1chpcncfib0ly,54,245.153,138.757,101.449,60.554,0,82.639,2,1.0,1.0,0.479,0.75,5.28831,4.02249,2,0,0,0.358974358974359,0.2222222222222222,false,false,false
9hd9u3evrikfjv43fzpb16pb,55,122.428,40.526,82.198,70.987,1,81.674,2,1.0,1.0,0.577,0.889,6.38811,5.2398,0,0,0,0.3846153846153846,0.5277777777777778,false,false,false
9imj1llpisk6wnoez3sl0vve,56,218.736,109.558,79.928,54.278,0,95.968,4,1.0,1.0,0.465,0.889,7.02927,5.69183,1,0,0,0.4102564102564103,0.3611111111111111,false,false,false
9kukm1rzgzhheul53byyndxb,57,58.817,19.933,46.707,34.166,0,36.412,2,1.0,0.4375,0.507,0.917,3.26865,3.25733,0,0,0,0.4871794871794872,0.4166666666666667,true,false,true
9pfpbotsx6dxpxs9x2xhajlh,58,62.635,25.745,48.722,53.404,1,25.548,0,1.0,1.0,0.38,0.944,3.32622,1.57253,0,0,0,0.38461538461538464,0.3333333333333333,false,false,false
9whfao3ydduccschngfeoyvh,59,157.58,56.058,112.922,48.164,1,52.153,0,1.0,1.0,0.451,0.889,4.39156,2.26399,0,4,0,0.4615384615384615,0.4166666666666667,false,true,true
a0300ca8mhrhfrbxb8jvgjq1,60,96.477,33.577,63.583,27.144,0,43.354,1,1.0,1.0,0.394,0.833,2.96578,2.6508,0,0,0,0.4871794871794872,0.4444444444444445,false,false,false
a0ld4rqijcp2fkdelcyixvz7,61,90.129,41.218,78.444,48.568,0,51.367,1,1.0,1.0,0.423,0.778,5.71024,3.13997,0,0,0,0.5384615384615384,0.13888888888888887,false,false,false
a56wejnhs2xcqfcduwa1m33c,62,53.299,28.791,76.7,21.97,1,33.329,2,0.8333333333333334,0.375,0.507,0.556,3.36839,1.72985,1,0,1,0.5641025641025641,0.3888888888888889,true,false,true
a885s6oylw900rqyq2hj3qu5,63,82.779,25.682,112.317,63.993,1,62.452,3,1.0,1.0,0.451,0.833,4.05146,3.31276,1,0,3,0.4102564102564103,0.6388888888888888,false,true,true
ajc35phl6sb8eeuho3gf20s0,64,105.461,46.697,62.897,87.817,1,55.007,0,0.8333333333333334,1.0,0.549,0.944,6.95534,5.6444,1,0,0,0.3846153846153846,0.36111111111111116,false,false,false
azb2gj6z4dqsk7s3lmctisli,65,120.817,36.754,68.556,37.643,2,260.021,5,0.8333333333333334,0.1875,0.437,0.472,3.10649,1.88588,1,0,0,0.3333333333333333,0.27777777777777773,true,false,true
bb4nyolyo67uc3ajjci7svfs,66,117.862,36.587,114.551,34.84,0,37.233,0,1.0,1.0,0.479,0.861,5.98276,3.44987,0,0,0,0.38461538461538464,0.4444444444444444,false,false,false
bfa00fvxqj4ipw0lr2qcm859,67,130.046,71.174,141.349,59.138,0,84.038,0,1.0,1.0,0.479,0.972,5.68828,3.21587,0,0,0,0.4615384615384615,0.19444444444444442,false,false,false
bi3y2wp75zgf44yuasex0ual,68,235.379,22.131,73.203,39.98,0,105.962,1,0.8333333333333334,1.0,0.493,0.889,2.68915,1.58518,1,0,0,0.4615384615384615,0.36111111111111116,false,false,false
bq7b4x45vtyfxtlln4ief43x,69,125.306,33.283,100.762,57.006,1,67.735,0,1.0,1.0,0.366,0.944,5.37159,2.93725,1,0,0,0.35897435897435903,0.3055555555555555,false,false,false
cheylxhryrgg1t7b48ops0s9,70,118.879,37.143,91.561,50.277,0,82.42,1,1.0,1.0,0.437,0.944,5.79797,3.68934,0,0,0,0.4615384615384615,0.3333333333333333,false,false,false
cn6jeiftvjxp0mbjrup9jxxj,71,92.558,45.182,76.347,40.246,0,32.05,0,1.0,1.0,0.465,0.861,7.76972,3.41707,0,0,1,0.4615384615384615,0.4444444444444445,false,false,false
cr1gwdzdo9dfnjcrk08vsicy,72,378.087,174.428,142.679,82.003,0,72.808,1,1.0,1.0,0.493,0.75,5.16335,2.24877,0,0,0,0.35897435897435903,0.4444444444444445,false,false,false
cz41jreo82um3ovbg7lx28un,73,96.689,48.51,74.47,40.202,1,72.641,4,0.8333333333333334,0.9375,0.493,0.833,5.37561,4.03747,0,0,0,0.4358974358974359,0.3333333333333333,false,false,false
d9mar9pn6z10xz5x1l4thfvc,74,104.222,37.231,105.207,34.991,0,50.219,2,1.0,1.0,0.549,0.917,3.76878,2.8565,0,0,0,0.4871794871794872,0.3611111111111111,false,false,false
ddt9nq8szef0kvolq05ztd4x,75,97.191,34.161,82.487,62.986,2,85.886,4,0.8333333333333334,0.375,0.535,0.778,7.44217,4.769,0,0,1,0.5128205128205129,0.4444444444444444,true,false,true
df0ehplzv6mktxw2ayeewuf4,76,53.065,43.627,51.271,31.402,0,122.688,1,1.0,1.0,0.521,0.833,2.29327,1.25568,1,0,0,0.4615384615384615,0.27777777777777773,false,false,false
dj9z7ktpgqzq4fomg3uwhtxe,77,331.836,70.234,122.483,56.562,1,124.618,2,1.0,1.0,0.423,0.889,5.42406,4.26438,0,0,0,0.5384615384615384,0.3333333333333333,false,false,false
dplgjchjm8gwv5g5c0w2heh6,78,209.442,82.276,103.796,55.369,1,108.283,3,0.3333333333333333,0.5,0.479,0.778,3.09737,2.0655,1,0,2,0.5128205128205128,0.5555555555555555,true,true,true
dvx4hzmqxdfect8rx2mkwem5,79,120.176,35.106,75.125,72.964,0,29.064,0,1.0,1.0,0.465,0.944,5.73962,4.00853,0,0,0,0.3333333333333333,0.25,false,false,false
e0q6z4f4wcjo06qctov6k3fh,80,77.335,30.549,77.826,40.612,1,44.473,0,1.0,1.0,0.563,0.917,6.37597,2.54166,0,0,0,0.3076923076923077,0.4166666666666667,false,false,false
eq9rva7cyz03sxmx4xndgje7,81,85.831,33.754,68.413,44.933,1,58.512,2,1.0,1.0,0.577,0.944,2.63739,1.6807,0,0,0,0.4615384615384615,0.27777777777777773,false,false,false
ewi6s8mu0r61zt2nzylbxkcb,82,54.814,21.415,51.624,25.758,0,25.316,0,1.0,1.0,0.451,0.917,3.02321,1.95066,1,0,0,0.4102564102564103,0.38888888888888884,false,false,false
f7shog1j396fdnikb5qwgj40,83,77.214,40.766,80.737,31.685,0,75.035,1,1.0,1.0,0.465,0.889,7.13756,4.00519,1,0,0,0.4358974358974359,0.4444444444444445,false,false,false
f9gfpznoawogfkdtq2cbyktt,84,118.853,49.862,88.292,63.392,0,44.584,1,1.0,1.0,0.479,0.75,3.79321,2.61069,0,0,0,0.358974358974359,0.2222222222222222,false,false,false
fbf10o1080j2dtrm38ykbk57,85,90.647,31.423,71.476,47.519,1,37.309,0,1.0,1.0,0.549,0.889,4.01551,2.51108,0,0,0,0.5384615384615384,0.3888888888888889,false,false,false
gz6fm3enq1a164vhs03uwvdr,86,248.525,33.398,288.454,37.693,0,79.08,2,1.0,0.9375,0.535,0.833,3.69706,1.42133,1,1,0,0.3076923076923077,0.3055555555555555,false,true,true
h2hiwqr9rh0hp1idf5s7n0qw,87,329.966,157.967,214.857,105.639,2,137.735,3,1.0,1.0,0.423,0.889,6.31485,4.06894,0,1,1,0.4358974358974359,0.3888888888888889,false,true,true
h68oq860eajp8r6ysbpwcytr,88,106.186,47.779,62.652,28.575,1,31.751,4,0.6666666666666666,0.5625,0.423,0.583,2.89824,1.38657,1,0,0,0.4871794871794872,0.5833333333333334,true,false,true
heqc1fy6sp4bb6vqglp72l56,89,144.173,24.78,51.697,36.092,0,30.965,1,1.0,1.0,0.437,0.917,5.4029,3.46505,0,0,0,0.4358974358974359,0.5,false,false,false
hk8h0l0thsssre8w0r0vpfgu,90,67.703,30.302,62.913,38.158,0,40.158,0,1.0,1.0,0.465,0.972,6.18578,5.34587,0,0,0,0.4102564102564103,0.25,false,false,false
hx3q5cvikt6po6c9blr4zf97,91,141.682,74.077,79.772,61.638,0,58.252,2,1.0,1.0,0.465,0.917,6.47713,3.06415,1,0,0,0.35897435897435903,0.25,false,false,false
hy41cr40kx8wggjovcceack8,92,158.08,67.236,102.263,77.67,0,108.53,1,1.0,1.0,0.62,0.861,3.61521,2.01497,1,0,0,0.4871794871794872,0.36111111111111116,false,false,false
hyn1yxmeh3awur4s8rkes3lv,93,418.683,150.737,131.666,52.004,0,65.969,2,0.8333333333333334,1.0,0.521,0.861,4.16532,2.5222,0,0,0,0.3333333333333333,0.5,false,false,false
i78bphdexystghun3a9mnwdq,94,306.924,201.883,161.025,96.071,1,154.296,3,0.8333333333333334,1.0,0.507,0.917,7.75578,3.71537,0,3,0,0.4102564102564103,0.3055555555555556,false,true,true
i7k2yrmo5mt11rj39f1047b4,95,163.91,89.088,111.301,99.426,2,126.486,1,1.0,0.5625,0.408,0.806,7.20727,3.04556,1,0,0,0.38461538461538464,0.4166666666666667,true,false,true
