trial,GB_condition,subject,ID,timeout,rt,room1,room2,action,chosenroom,gold,bomb,Gtrials
124,false,95,aczpd0eczywpa1xw653bi3be,false,609,5,8,1,8,30.5,37.25,1
125,false,95,aczpd0eczywpa1xw653bi3be,false,1204,1,6,1,6,30.833333333333332,37.25,1
126,false,95,aczpd0eczywpa1xw653bi3be,false,1140,1,5,1,5,31.333333333333332,37.25,1
127,false,95,aczpd0eczywpa1xw653bi3be,false,824,4,0,1,0,32.33333333333333,37.25,1
128,false,95,aczpd0eczywpa1xw653bi3be,false,1014,6,4,1,4,32.58333333333333,37.25,1
129,false,95,aczpd0eczywpa1xw653bi3be,false,1871,2,9,0,2,33.5,37.25,1
130,false,95,aczpd0eczywpa1xw653bi3be,false,1619,9,1,1,1,34.0,37.25,1
131,false,95,aczpd0eczywpa1xw653bi3be,false,1244,4,1,0,4,34.25,37.25,1
132,false,95,aczpd0eczywpa1xw653bi3be,false,3716,5,2,0,5,34.75,37.25,1
133,false,95,aczpd0eczywpa1xw653bi3be,false,1713,1,7,0,1,35.25,37.25,1
134,false,95,aczpd0eczywpa1xw653bi3be,false,2831,0,5,1,5,35.75,37.25,1
135,false,95,aczpd0eczywpa1xw653bi3be,false,2101,1,4,1,4,36.0,37.25,1
136,false,95,aczpd0eczywpa1xw653bi3be,false,2290,5,1,0,5,36.5,37.25,1
137,false,95,aczpd0eczywpa1xw653bi3be,false,1297,5,7,0,5,37.0,37.25,1
138,false,95,aczpd0eczywpa1xw653bi3be,false,5213,5,6,1,6,37.333333333333336,37.25,1
139,false,95,aczpd0eczywpa1xw653bi3be,false,1479,1,9,0,1,37.833333333333336,37.25,1
140,false,95,aczpd0eczywpa1xw653bi3be,false,951,7,9,0,7,38.208333333333336,37.25,1
141,false,95,aczpd0eczywpa1xw653bi3be,false,944,1,8,0,1,38.708333333333336,37.25,1
142,false,95,aczpd0eczywpa1xw653bi3be,false,1697,0,7,0,0,39.708333333333336,37.25,1
143,false,95,aczpd0eczywpa1xw653bi3be,false,2707,2,1,0,2,40.5,37.25,1
144,false,95,aczpd0eczywpa1xw653bi3be,false,923,0,8,0,0,41.5,37.25,1
1,true,96,ajhx9uhos4rb23zqwarcw45k,true,-1,2,4,-1,-1,0.0,0.0,1
2,true,96,ajhx9uhos4rb23zqwarcw45k,false,5179,1,8,1,8,0.25,0.0,1
3,true,96,ajhx9uhos4rb23zqwarcw45k,false,3937,6,4,0,6,0.5833333333333333,0.0,1
4,true,96,ajhx9uhos4rb23zqwarcw45k,false,4413,9,7,1,7,0.9583333333333333,0.0,1
5,true,96,ajhx9uhos4rb23zqwarcw45k,false,3697,9,8,1,8,1.2083333333333333,0.0,1
6,true,96,ajhx9uhos4rb23zqwarcw45k,false,3821,8,9,0,8,1.4583333333333333,0.0,1
7,true,96,ajhx9uhos4rb23zqwarcw45k,false,4726,7,5,1,5,1.9583333333333333,0.0,1
8,true,96,ajhx9uhos4rb23zqwarcw45k,false,3814,4,2,1,2,2.5,0.0,1
9,true,96,ajhx9uhos4rb23zqwarcw45k,false,3923,0,6,0,0,3.5,0.0,1
10,true,96,ajhx9uhos4rb23zqwarcw45k,false,2506,8,2,1,2,4.0,0.0,1
11,true,96,ajhx9uhos4rb23zqwarcw45k,false,3824,6,9,0,6,4.333333333333333,0.0,1
12,true,96,ajhx9uhos4rb23zqwarcw45k,false,2497,5,0,1,0,5.333333333333333,0.0,1
13,true,96,ajhx9uhos4rb23zqwarcw45k,false,2059,0,7,0,0,6.333333333333333,0.0,1
14,true,96,ajhx9uhos4rb23zqwarcw45k,false,4152,7,6,0,7,6.708333333333333,0.0,1
15,true,96,ajhx9uhos4rb23zqwarcw45k,false,2702,5,1,1,1,7.5,0.0,1
16,true,96,ajhx9uhos4rb23zqwarcw45k,false,3353,7,4,0,7,7.875,0.0,1
17,true,96,ajhx9uhos4rb23zqwarcw45k,false,3364,5,6,1,6,8.208333333333334,0.0,1
18,true,96,ajhx9uhos4rb23zqwarcw45k,false,2729,1,6,0,1,8.708333333333334,0.0,1
19,true,96,ajhx9uhos4rb23zqwarcw45k,false,3713,4,6,0,4,8.958333333333334,0.0,1
20,true,96,ajhx9uhos4rb23zqwarcw45k,false,3705,2,1,1,1,9.458333333333334,0.0,1
21,true,96,ajhx9uhos4rb23zqwarcw45k,false,4379,6,2,0,6,9.791666666666668,0.0,1
22,true,96,ajhx9uhos4rb23zqwarcw45k,false,5366,6,8,1,8,10.25,0.0,1
23,true,96,ajhx9uhos4rb23zqwarcw45k,false,6422,6,5,0,6,10.583333333333334,0.0,1
24,true,96,ajhx9uhos4rb23zqwarcw45k,false,4086,8,4,0,8,10.833333333333334,0.0,1
25,true,96,ajhx9uhos4rb23zqwarcw45k,false,4133,1,0,1,0,11.833333333333334,0.0,1
26,true,96,ajhx9uhos4rb23zqwarcw45k,false,2661,4,0,1,0,12.833333333333334,0.0,1
27,true,96,ajhx9uhos4rb23zqwarcw45k,false,3540,7,8,1,8,13.083333333333334,0.0,1
28,true,96,ajhx9uhos4rb23zqwarcw45k,false,2898,8,0,1,0,14.083333333333334,0.0,1
29,true,96,ajhx9uhos4rb23zqwarcw45k,false,4646,1,4,0,1,15.5,0.0,1
30,true,96,ajhx9uhos4rb23zqwarcw45k,false,4519,8,1,1,1,16.0,0.0,1
31,true,96,ajhx9uhos4rb23zqwarcw45k,false,5702,6,7,0,6,16.333333333333332,0.0,1
32,true,96,ajhx9uhos4rb23zqwarcw45k,false,3765,1,9,0,1,16.833333333333332,0.0,1
33,true,96,ajhx9uhos4rb23zqwarcw45k,false,6022,5,8,1,8,17.083333333333332,0.0,1
34,true,96,ajhx9uhos4rb23zqwarcw45k,false,7360,9,4,1,4,17.333333333333332,0.0,1
35,true,96,ajhx9uhos4rb23zqwarcw45k,false,2985,8,6,0,8,17.583333333333332,0.0,1
36,true,96,ajhx9uhos4rb23zqwarcw45k,false,3132,0,1,0,0,19.0,0.0,1
37,true,96,ajhx9uhos4rb23zqwarcw45k,false,4032,0,9,0,0,20.0,0.0,1
38,true,96,ajhx9uhos4rb23zqwarcw45k,false,6645,2,7,1,7,20.375,0.0,1
39,true,96,ajhx9uhos4rb23zqwarcw45k,false,4164,1,7,0,1,20.875,0.0,1
40,true,96,ajhx9uhos4rb23zqwarcw45k,false,3787,4,8,1,8,21.125,0.0,1
41,true,96,ajhx9uhos4rb23zqwarcw45k,false,7203,1,5,1,5,21.625,0.0,1
42,true,96,ajhx9uhos4rb23zqwarcw45k,false,6738,2,6,1,6,21.958333333333332,0.0,1
43,true,96,ajhx9uhos4rb23zqwarcw45k,false,8187,5,4,1,4,22.25,0.0,1
44,true,96,ajhx9uhos4rb23zqwarcw45k,false,5493,0,4,0,0,23.25,0.0,1
45,true,96,ajhx9uhos4rb23zqwarcw45k,false,5056,2,8,1,8,23.5,0.0,1
46,true,96,ajhx9uhos4rb23zqwarcw45k,false,4881,9,0,1,0,24.5,0.0,1
47,true,96,ajhx9uhos4rb23zqwarcw45k,false,5556,6,1,1,1,25.0,0.0,1
48,true,96,ajhx9uhos4rb23zqwarcw45k,false,3993,7,1,1,1,25.5,0.0,1
49,true,96,ajhx9uhos4rb23zqwarcw45k,false,2772,0,2,0,0,26.5,0.0,1
50,true,96,ajhx9uhos4rb23zqwarcw45k,false,4411,5,9,0,5,27.5,0.0,1
51,true,96,ajhx9uhos4rb23zqwarcw45k,false,8913,4,7,1,7,27.875,0.0,1
52,true,96,ajhx9uhos4rb23zqwarcw45k,false,6171,2,9,0,2,28.375,0.0,1
53,true,96,ajhx9uhos4rb23zqwarcw45k,false,5428,4,1,1,1,28.875,0.0,1
54,true,96,ajhx9uhos4rb23zqwarcw45k,false,4938,4,9,0,4,29.125,0.0,1
55,true,96,ajhx9uhos4rb23zqwarcw45k,false,3601,0,5,0,0,30.125,0.0,1
56,true,96,ajhx9uhos4rb23zqwarcw45k,false,6979,1,2,1,2,30.625,0.0,1
57,true,96,ajhx9uhos4rb23zqwarcw45k,false,9791,7,2,1,2,31.5,0.0,1
58,true,96,ajhx9uhos4rb23zqwarcw45k,false,3854,8,5,0,8,31.75,0.0,1
59,true,96,ajhx9uhos4rb23zqwarcw45k,false,2533,0,8,0,0,32.75,0.0,1
60,true,96,ajhx9uhos4rb23zqwarcw45k,false,3591,9,2,1,2,33.25,0.0,1
61,true,96,ajhx9uhos4rb23zqwarcw45k,false,4074,7,0,1,0,34.25,0.0,1
62,true,96,ajhx9uhos4rb23zqwarcw45k,false,2984,7,9,0,7,34.625,0.0,1
63,true,96,ajhx9uhos4rb23zqwarcw45k,false,4308,6,0,1,0,35.625,0.0,1
64,true,96,ajhx9uhos4rb23zqwarcw45k,false,7700,5,2,0,5,36.5,0.0,1
65,true,96,ajhx9uhos4rb23zqwarcw45k,false,7562,4,5,1,5,37.0,0.0,1
66,true,96,ajhx9uhos4rb23zqwarcw45k,false,3490,8,7,0,8,37.25,0.0,1
67,true,96,ajhx9uhos4rb23zqwarcw45k,false,3046,2,0,1,0,38.25,0.0,1
68,true,96,ajhx9uhos4rb23zqwarcw45k,false,3554,9,6,1,6,38.583333333333336,0.0,1
69,true,96,ajhx9uhos4rb23zqwarcw45k,false,7324,2,5,1,5,39.083333333333336,0.0,1
70,true,96,ajhx9uhos4rb23zqwarcw45k,false,6471,9,5,1,5,39.583333333333336,0.0,1
71,true,96,ajhx9uhos4rb23zqwarcw45k,false,6070,5,7,0,5,40.5,0.0,1
72,true,96,ajhx9uhos4rb23zqwarcw45k,false,2728,9,1,1,1,41.0,0.0,1
73,true,96,ajhx9uhos4rb23zqwarcw45k,true,-1,2,4,-1,-1,41.0,0.0,0
74,true,96,ajhx9uhos4rb23zqwarcw45k,false,4741,1,8,1,8,41.0,0.75,0
75,true,96,ajhx9uhos4rb23zqwarcw45k,false,5613,6,4,0,6,41.0,1.4166666666666667,0
76,true,96,ajhx9uhos4rb23zqwarcw45k,false,3467,9,7,1,7,41.0,2.041666666666667,0
77,true,96,ajhx9uhos4rb23zqwarcw45k,false,2782,9,8,1,8,41.0,2.791666666666667,0
78,true,96,ajhx9uhos4rb23zqwarcw45k,false,2467,8,9,0,8,41.0,3.541666666666667,0
79,true,96,ajhx9uhos4rb23zqwarcw45k,false,4590,7,5,1,5,41.0,4.041666666666667,0
80,true,96,ajhx9uhos4rb23zqwarcw45k,false,6480,4,2,1,2,41.0,4.5,0
81,true,96,ajhx9uhos4rb23zqwarcw45k,false,5409,0,6,0,0,41.0,4.5,0
82,true,96,ajhx9uhos4rb23zqwarcw45k,false,4024,8,2,0,8,41.0,5.25,0
83,true,96,ajhx9uhos4rb23zqwarcw45k,false,5559,6,9,0,6,41.0,5.916666666666667,0
84,true,96,ajhx9uhos4rb23zqwarcw45k,false,4467,5,0,1,0,41.0,5.916666666666667,0
85,true,96,ajhx9uhos4rb23zqwarcw45k,false,4400,0,7,0,0,41.0,5.916666666666667,0
86,true,96,ajhx9uhos4rb23zqwarcw45k,false,6514,7,6,1,6,41.0,6.583333333333334,0
87,true,96,ajhx9uhos4rb23zqwarcw45k,false,7461,5,1,0,5,41.0,6.5,0
88,true,96,ajhx9uhos4rb23zqwarcw45k,false,6863,7,4,0,7,41.0,7.125,0
89,true,96,ajhx9uhos4rb23zqwarcw45k,false,6056,5,6,0,5,41.0,7.625,0
90,true,96,ajhx9uhos4rb23zqwarcw45k,false,6178,1,6,0,1,41.0,8.125,0
91,true,96,ajhx9uhos4rb23zqwarcw45k,false,6215,4,6,1,6,41.0,8.791666666666666,0
92,true,96,ajhx9uhos4rb23zqwarcw45k,false,5161,2,1,0,2,41.0,9.291666666666666,0
93,true,96,ajhx9uhos4rb23zqwarcw45k,false,6005,6,2,1,2,41.0,9.791666666666666,0
94,true,96,ajhx9uhos4rb23zqwarcw45k,false,6164,6,8,1,8,41.0,9.75,0
95,true,96,ajhx9uhos4rb23zqwarcw45k,false,5373,6,5,1,5,41.0,10.25,0
96,true,96,ajhx9uhos4rb23zqwarcw45k,false,1908,8,4,0,8,41.0,11.0,0
97,true,96,ajhx9uhos4rb23zqwarcw45k,false,4253,1,0,1,0,41.0,11.0,0
98,true,96,ajhx9uhos4rb23zqwarcw45k,false,4236,4,0,1,0,41.0,11.0,0
99,true,96,ajhx9uhos4rb23zqwarcw45k,false,1885,7,8,1,8,41.0,11.75,0
100,true,96,ajhx9uhos4rb23zqwarcw45k,false,7840,8,0,0,8,41.0,12.5,0
101,true,96,ajhx9uhos4rb23zqwarcw45k,false,7215,1,4,0,1,41.0,12.5,0
102,true,96,ajhx9uhos4rb23zqwarcw45k,false,3402,8,1,0,8,41.0,13.25,0
103,true,96,ajhx9uhos4rb23zqwarcw45k,false,4592,6,7,0,6,41.0,13.916666666666666,0
104,true,96,ajhx9uhos4rb23zqwarcw45k,false,3579,1,9,0,1,41.0,14.416666666666666,0
105,true,96,ajhx9uhos4rb23zqwarcw45k,false,3796,5,8,1,8,41.0,15.166666666666666,0
106,true,96,ajhx9uhos4rb23zqwarcw45k,false,4287,9,4,1,4,41.0,15.916666666666666,0
107,true,96,ajhx9uhos4rb23zqwarcw45k,false,3085,8,6,0,8,41.0,16.666666666666664,0
108,true,96,ajhx9uhos4rb23zqwarcw45k,false,6022,0,1,0,0,41.0,16.0,0
109,true,96,ajhx9uhos4rb23zqwarcw45k,false,4277,0,9,0,0,41.0,16.0,0
110,true,96,ajhx9uhos4rb23zqwarcw45k,false,4576,2,7,0,2,41.0,16.5,0
111,true,96,ajhx9uhos4rb23zqwarcw45k,false,5077,1,7,0,1,41.0,17.0,0
112,true,96,ajhx9uhos4rb23zqwarcw45k,false,2906,4,8,1,8,41.0,17.75,0
113,true,96,ajhx9uhos4rb23zqwarcw45k,false,3731,1,5,1,5,41.0,18.25,0
114,true,96,ajhx9uhos4rb23zqwarcw45k,false,5024,2,6,0,2,41.0,18.75,0
115,true,96,ajhx9uhos4rb23zqwarcw45k,false,6288,5,4,0,5,41.0,18.5,0
116,true,96,ajhx9uhos4rb23zqwarcw45k,false,4533,0,4,0,0,41.0,18.5,0
117,true,96,ajhx9uhos4rb23zqwarcw45k,false,2236,2,8,1,8,41.0,19.25,0
118,true,96,ajhx9uhos4rb23zqwarcw45k,false,3585,9,0,1,0,41.0,19.25,0
119,true,96,ajhx9uhos4rb23zqwarcw45k,false,5936,6,1,1,1,41.0,19.75,0
120,true,96,ajhx9uhos4rb23zqwarcw45k,false,3955,7,1,1,1,41.0,20.25,0
121,true,96,ajhx9uhos4rb23zqwarcw45k,false,7678,0,2,1,2,41.0,20.75,0
122,true,96,ajhx9uhos4rb23zqwarcw45k,false,4996,5,9,0,5,41.0,20.5,0
123,true,96,ajhx9uhos4rb23zqwarcw45k,false,8277,4,7,1,7,41.0,21.125,0
124,true,96,ajhx9uhos4rb23zqwarcw45k,false,2703,2,9,0,2,41.0,21.625,0
125,true,96,ajhx9uhos4rb23zqwarcw45k,false,4406,4,1,1,1,41.0,22.125,0
126,true,96,ajhx9uhos4rb23zqwarcw45k,false,3881,4,9,0,4,41.0,22.875,0
127,true,96,ajhx9uhos4rb23zqwarcw45k,false,6236,0,5,1,5,41.0,23.375,0
128,true,96,ajhx9uhos4rb23zqwarcw45k,false,6813,1,2,1,2,41.0,23.875,0
129,true,96,ajhx9uhos4rb23zqwarcw45k,false,9732,7,2,1,2,41.0,23.5,0
130,true,96,ajhx9uhos4rb23zqwarcw45k,false,2096,8,5,0,8,41.0,24.25,0
131,true,96,ajhx9uhos4rb23zqwarcw45k,false,5624,0,8,1,8,41.0,25.0,0
132,true,96,ajhx9uhos4rb23zqwarcw45k,false,4235,9,2,1,2,41.0,25.5,0
133,true,96,ajhx9uhos4rb23zqwarcw45k,false,6050,7,0,1,0,41.0,25.5,0
134,true,96,ajhx9uhos4rb23zqwarcw45k,false,3044,7,9,0,7,41.0,26.125,0
135,true,96,ajhx9uhos4rb23zqwarcw45k,false,4076,6,0,1,0,41.0,26.125,0
136,true,96,ajhx9uhos4rb23zqwarcw45k,false,7269,5,2,0,5,41.0,26.5,0
137,true,96,ajhx9uhos4rb23zqwarcw45k,false,3453,4,5,1,5,41.0,27.0,0
138,true,96,ajhx9uhos4rb23zqwarcw45k,false,3187,8,7,0,8,41.0,27.75,0
139,true,96,ajhx9uhos4rb23zqwarcw45k,false,7391,2,0,0,2,41.0,28.25,0
140,true,96,ajhx9uhos4rb23zqwarcw45k,false,3588,9,6,1,6,41.0,28.916666666666668,0
141,true,96,ajhx9uhos4rb23zqwarcw45k,false,7662,2,5,1,5,41.0,29.416666666666668,0
142,true,96,ajhx9uhos4rb23zqwarcw45k,false,3119,9,5,1,5,41.0,29.916666666666668,0
143,true,96,ajhx9uhos4rb23zqwarcw45k,false,5185,5,7,0,5,41.0,29.5,0
144,true,96,ajhx9uhos4rb23zqwarcw45k,false,3819,9,1,1,1,41.0,30.0,0
1,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6169,4,1,0,4,0.25,0.0,1
2,true,97,amkwhz3b9hdhkpm4mlum8r58,true,-1,1,6,-1,-1,0.25,0.0,1
3,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3623,9,0,1,0,1.25,0.0,1
4,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5493,2,1,1,1,1.75,0.0,1
5,true,97,amkwhz3b9hdhkpm4mlum8r58,false,8157,4,5,0,4,2.0,0.0,1
6,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7759,5,6,0,5,2.5,0.0,1
7,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3610,9,1,1,1,3.0,0.0,1
8,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5982,0,5,0,0,4.0,0.0,1
9,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6739,0,2,0,0,5.0,0.0,1
10,true,97,amkwhz3b9hdhkpm4mlum8r58,false,8092,8,2,1,2,5.5,0.0,1
11,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6933,9,8,1,8,5.75,0.0,1
12,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7354,8,7,0,8,6.0,0.0,1
13,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6873,8,0,1,0,7.0,0.0,1
14,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7624,5,1,0,5,7.5,0.0,1
15,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6636,8,9,0,8,8.25,0.0,1
16,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4874,7,4,1,4,8.5,0.0,1
17,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7727,1,8,0,1,9.0,0.0,1
18,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6331,1,0,1,0,10.0,0.0,1
19,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7843,4,2,0,4,10.25,0.0,1
20,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7404,7,1,1,1,10.75,0.0,1
21,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5147,9,4,1,4,11.0,0.0,1
22,true,97,amkwhz3b9hdhkpm4mlum8r58,false,8337,2,6,0,2,11.5,0.0,1
23,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7568,6,8,0,6,11.833333333333334,0.0,1
24,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7569,6,4,1,4,12.083333333333334,0.0,1
25,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6314,2,0,1,0,13.083333333333334,0.0,1
26,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4554,5,7,0,5,13.583333333333334,0.0,1
27,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5609,0,9,0,0,14.583333333333334,0.0,1
28,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4962,6,0,1,0,15.583333333333334,0.0,1
29,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5268,7,6,1,6,16.333333333333332,0.0,1
30,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6962,4,6,0,4,16.583333333333332,0.0,1
31,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4653,7,2,1,2,17.083333333333332,0.0,1
32,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7235,5,8,1,8,17.333333333333332,0.0,1
33,true,97,amkwhz3b9hdhkpm4mlum8r58,false,2894,0,8,0,0,18.333333333333332,0.0,1
34,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4195,6,9,0,6,18.666666666666664,0.0,1
35,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4090,7,0,1,0,19.666666666666664,0.0,1
36,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4824,1,9,0,1,20.5,0.0,1
37,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6576,6,2,0,6,20.833333333333332,0.0,1
38,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4194,5,0,1,0,21.833333333333332,0.0,1
39,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4831,6,1,0,6,22.166666666666664,0.0,1
40,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5091,1,5,1,5,22.666666666666664,0.0,1
41,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7632,5,2,1,2,23.166666666666664,0.0,1
42,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6793,4,8,1,8,23.416666666666664,0.0,1
43,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4132,9,7,1,7,24.375,0.0,1
44,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5117,1,7,0,1,24.875,0.0,1
45,true,97,amkwhz3b9hdhkpm4mlum8r58,false,2836,4,0,1,0,25.875,0.0,1
46,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3393,4,9,0,4,26.125,0.0,1
47,true,97,amkwhz3b9hdhkpm4mlum8r58,false,2962,0,1,0,0,27.125,0.0,1
48,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4243,7,5,1,5,27.625,0.0,1
49,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7695,8,5,1,5,28.125,0.0,1
50,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7114,5,4,0,5,29.5,0.0,1
51,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5745,8,6,0,8,29.75,0.0,1
52,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5794,7,8,1,8,30.0,0.0,1
53,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6189,6,7,0,6,30.333333333333332,0.0,1
54,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5128,9,2,1,2,30.833333333333332,0.0,1
55,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6740,2,5,1,5,31.333333333333332,0.0,1
56,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6078,8,4,0,8,31.583333333333332,0.0,1
57,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3954,9,6,1,6,32.333333333333336,0.0,1
58,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6936,7,9,0,7,32.708333333333336,0.0,1
59,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3934,9,5,1,5,33.208333333333336,0.0,1
60,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6783,2,4,0,2,33.708333333333336,0.0,1
61,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6735,4,7,0,4,33.958333333333336,0.0,1
62,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4974,0,6,0,0,34.958333333333336,0.0,1
63,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7288,8,1,0,8,35.208333333333336,0.0,1
64,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5023,2,8,0,2,36.5,0.0,1
65,true,97,amkwhz3b9hdhkpm4mlum8r58,false,8228,1,4,0,1,37.0,0.0,1
66,true,97,amkwhz3b9hdhkpm4mlum8r58,false,2293,0,4,0,0,38.0,0.0,1
67,true,97,amkwhz3b9hdhkpm4mlum8r58,false,8406,6,5,0,6,38.333333333333336,0.0,1
68,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6674,0,7,0,0,39.333333333333336,0.0,1
69,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4231,5,9,0,5,39.833333333333336,0.0,1
70,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5028,1,2,1,2,40.333333333333336,0.0,1
71,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3622,2,9,0,2,41.5,0.0,1
72,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4428,2,7,0,2,42.0,0.0,1
73,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7565,4,1,1,1,42.0,0.5,0
74,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6744,1,6,1,6,42.0,1.1666666666666667,0
75,true,97,amkwhz3b9hdhkpm4mlum8r58,false,2964,9,0,1,0,42.0,1.1666666666666667,0
76,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6571,2,1,0,2,42.0,1.6666666666666667,0
77,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5550,4,5,1,5,42.0,2.166666666666667,0
78,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5020,5,6,0,5,42.0,2.666666666666667,0
79,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3078,9,1,1,1,42.0,3.166666666666667,0
80,true,97,amkwhz3b9hdhkpm4mlum8r58,false,1776,0,5,0,0,42.0,3.0,0
81,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4108,0,2,0,0,42.0,3.0,0
82,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5274,8,2,1,2,42.0,3.5,0
83,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4188,9,8,1,8,42.0,4.25,0
84,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4791,8,7,0,8,42.0,5.0,0
85,true,97,amkwhz3b9hdhkpm4mlum8r58,false,2231,8,0,1,0,42.0,5.0,0
86,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3776,5,1,0,5,42.0,5.5,0
87,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3626,8,9,0,8,42.0,5.75,0
88,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5684,7,4,0,7,42.0,6.375,0
89,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5935,1,8,1,8,42.0,7.125,0
90,true,97,amkwhz3b9hdhkpm4mlum8r58,false,1830,1,0,1,0,42.0,7.125,0
91,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4957,4,2,1,2,42.0,7.625,0
92,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3733,7,1,1,1,42.0,8.125,0
93,true,97,amkwhz3b9hdhkpm4mlum8r58,false,7671,9,4,1,4,42.0,8.875,0
94,true,97,amkwhz3b9hdhkpm4mlum8r58,false,4185,2,6,1,6,42.0,8.666666666666666,0
95,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5338,6,8,0,6,42.0,9.333333333333332,0
96,true,97,amkwhz3b9hdhkpm4mlum8r58,false,6412,6,4,0,6,42.0,9.999999999999998,0
97,true,97,amkwhz3b9hdhkpm4mlum8r58,false,2187,2,0,1,0,42.0,9.999999999999998,0
98,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3292,5,7,0,5,42.0,10.499999999999998,0
99,true,97,amkwhz3b9hdhkpm4mlum8r58,false,1551,0,9,0,0,42.0,10.499999999999998,0
100,true,97,amkwhz3b9hdhkpm4mlum8r58,false,1511,6,0,1,0,42.0,10.499999999999998,0
101,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5192,7,6,1,6,42.0,10.666666666666666,0
102,true,97,amkwhz3b9hdhkpm4mlum8r58,false,5621,4,6,0,4,42.0,11.416666666666666,0
103,true,97,amkwhz3b9hdhkpm4mlum8r58,false,3633,7,2,1,2,42.0,11.916666666666666,0
